,Episode,Date,Review
98,21,2022-02-01 16:42,꼭 애니로 나왔으면   작가님 더더더 출세하셨으면 좋겠다 실력이 대단하심
99,21,2022-02-01 16:41,전투장면 지린다
100,21,2022-01-30 02:15,2번 책갈피가 이현성인줄 모르고  나는 지금까지 유중혁 빙의한걸로 잘못 알고 있었네 정주행 하다가 알았네요
101,21,2022-01-30 00:00,어룡 잡을때도 그렇고 독자 그거 같다 최고의 가성비를 찾아내는 한국 게임 유저들  개발자 예상 루트를 기어코 찾아낸다는 한국 게임 유저들 
102,21,2022-01-28 12:35,부러진 건    다시 붙이면 돼   
103,21,2022-01-22 18:01,독서권장만화   
104,21,2022-01-19 17:31,아니 맞는 말인데 왜이리 인정하기가 싫지 
105,21,2022-01-19 08:23,김독자 2세 계획 없죠 유상아 당연하죠 김독자  까비 
106,21,2022-01-17 18:32,여러분만 아는 띵작을 추천 받습니다 몰랑
107,21,2022-01-11 23:46,네 오빠
108,21,2022-01-05 22:09,독자 잘 생겼다
109,21,2022-01-02 01:07,독자가 너무 이쁩니다   
110,21,2022-01-01 19:43,21
111,21,2021-12-31 00:49,궁킨 리븐은 못이기지    
112,21,2021-12-29 23:00,    아니 산란플  
113,21,2021-12-29 22:35,막컷 독자 잘생겼군
114,21,2021-12-12 15:16,아유 도깨비들 왤케 귀여워       비형 비류 사랑해        
115,21,2021-12-05 12:59,리븐임     
116,21,2021-12-01 17:44,잘봤습니다 
117,21,2021-11-28 03:29,내 아이를 나아랏 그아아앗
118,21,2021-11-24 18:06,와 중간에 내렸을때 독자 속눈썹 진짜 작화 대박     
119,21,2021-11-20 06:30,책 아니자나
120,21,2021-11-10 23:21,더게이머였으면 저 무기연마 한달동안 시작할때마다 컷으로 낭비하면서 노가다함
121,21,2021-11-10 19:52,독자 시벌    멋있어 책 읽으러 갑니다
122,21,2021-11-10 16:26,작가님 웃겨욬         
123,21,2021-11-10 03:22,아 책갈피    개쩐다
124,21,2021-11-06 10:16,화신을 보는 성좌 그런 성좌를 보는 갑 독자
125,21,2021-11-03 14:52,그래서 부모님이 책 많이 읽으라는 거구나
126,21,2021-11-03 13:39,오늘의 교훈 책을 읽어라
127,21,2021-10-21 11:55,한명오인게 개역겹지만 남캐 촉수물 잘 보고 갑니다
128,21,2021-10-21 08:58,그 와중에 길영이 얼굴 붉어진 거 귀엽다
129,21,2021-10-21 00:10,나중에 한명오 임신해서 딸 낳음마왕 아스모데우스
130,21,2021-10-20 21:01,비형    그립다   
131,21,2021-10-19 22:31,촤라라라라라라라라라라라라라
132,21,2021-10-19 12:04,      
133,21,2021-10-18 19:17,저 이사인지 상무인지 하는 사람 몸안에 알이 들어간거아냐 
134,21,2021-10-13 15:54,아 물론 싱숑 작가의 멸망한 세계에서 살아남는 세 가지 방법 을 봐야합니다
135,21,2021-09-29 17:37,촉수물에 꿀렁꿀렁    그래서 애기는 어디로 낳은거 
136,21,2021-09-29 16:23,은근슬쩍 끼워넣기 질문이지 근데 뉴비 댓글도 베댓 가능한가  
137,21,2021-09-29 09:45,어느샌가 화신 어쩌구 용 거시기의 관심이 사라졌는데  
138,21,2021-09-28 14:04,독자만 읽은 이유가 있는 멸살법
139,21,2021-09-28 03:53,이래서 책을 많이 읽으라고 하신거구나
140,21,2021-09-25 20:04,교과서 위주로 공부했어요냐
141,21,2021-09-23 09:21,자 여러분 보셨죠 책을 많이 읽읍시다
142,21,2021-09-23 01:16,아 진짜 자야되는데   
143,21,2021-09-22 02:02,촉수물      
144,21,2021-09-21 01:01,검열 조같네 네이버   
145,21,2021-09-20 21:19,     
146,21,2021-09-20 12:30,나이쑤  
147,21,2021-09-20 04:12,책 많이 읽어야겠다
148,21,2021-09-13 23:38,역시 아는것이 힘 
149,21,2021-09-12 01:17, 그럼 뭐라 함 팔라라라라락 이럼    은뎅
150,21,2021-09-12 01:16,찢었다
151,21,2021-09-10 16:49,뭔 내용이 이리 유치하냐  
152,21,2021-09-08 23:22,   촉수물
153,21,2021-09-07 01:05,대천사가 헙박을 하면 어떡해     
154,21,2021-09-06 00:22,스포될수도 있어서 답글에 질문드립니다
155,21,2021-09-05 14:16,독자 책갈피 발동할 때  촤라라라라라라라라           이걸 효과음이라고                        
156,21,2021-09-02 17:39,정주행 꿀잼
157,21,2021-09-02 11:26,카르 
158,21,2021-08-30 12:40,역시 책 읽기의 중요성
159,21,2021-08-29 20:53,여러분  공략집이 이렇게 중요합니다 
160,21,2021-08-28 20:55,독자야 책을 많이 읽은 정도가 아니라 죽어라 읽은거 아니니   
161,21,2021-08-28 00:50,독자   잘생김   작화 개조아 
162,21,2021-08-25 17:40,본격 독서 장려 웹툰       어떻게       평소에 책을 많이 읽으면 돼   
163,21,2021-08-23 14:32,책 많이 읽으면 독자처럼 된다고  그러면 내가 강해지지 못한 이유가 있었네        
164,21,2021-08-20 20:13,김독자 잘생겼어   
165,21,2021-08-16 22:45,유상아씨 진짜   스펙이 그저 빛
166,21,2021-08-16 16:38,아 간지나네
167,21,2021-08-13 23:57,빛이여     
168,21,2021-08-13 16:58,전참시 21화
169,21,2021-08-13 07:15,이래서 책을 읽어야 합니다  여러분 
170,21,2021-08-11 22:34,책을 많이 읽는게 아니라 하나 잡아서 파고드는 오타쿠가 되는거 아닐까     단순한 다독은 그런거 못해   
171,21,2021-08-11 20:27,리븐 궁쓰누       
172,21,2021-08-10 22:04,촉수보고 2세 계획 없죠  이러고 있음       
173,21,2021-08-09 17:53,리븐이노
174,21,2021-08-09 12:40,평소에 책 많이 읽는다고   그게 돼는게 아니거등요  
175,21,2021-08-07 18:22,     부러진 검은 다시 붙히면 돼
176,21,2021-08-07 17:59,우앜   개머싯어
177,21,2021-08-05 19:29,협박 개웃기네      
178,21,2021-08-04 21:22,독서가 가장 쉬웠어요 
179,21,2021-08-04 02:32,책을많이 읽어라    네 이런걸로가아닌 기본상식과 언어유희를 위해 읽겠소 자기야
180,21,2021-08-03 04:58,베인       다리
181,21,2021-08-02 11:15,으엑  슬랜더맨   웨엑   
182,21,2021-08-01 23:11,우연을 연기해야 위기를 연출해야우리는 코인을 받는다
183,21,2021-08-01 15:35,아진짜개재밌다
184,21,2021-07-29 00:48,근데 저 사신 같은애 일부러 불러낸게 아닌거임  전 화에서 말싸움을 막을려다가 쟤 불러진거 아님  그냥 나타나서 말싸움 막아도 되는건데 굳이 던져서 불러낸게 맞는거지  근데 왜 말하는게 일부러 부른게 아닌듯이 말하는지 이해가 안돼요
185,21,2021-07-29 00:02,넌 소설밖에 안읽었잖아  
186,21,2021-07-27 09:29,책이 아니라 글이겠지 웹 소설이잖아
187,21,2021-07-26 14:21,놀랍게도 이 웹툰의 교훈은  책을 많이 읽어라 였습니다    
188,21,2021-07-22 18:09,난 지금봐서 블러없는 장면이라 이상함을 느끼지않고 스크롤 내렸음 괜시리 블러하는게 이상하긴하겠다
189,21,2021-07-21 17:03,부러진 신념 백청강기   신념의 칼날 사용
190,21,2021-07-21 00:29,촉수물      
191,21,2021-07-20 18:43,독자 답게 싸움다       책을 많이 읽으면 돼        멋있다 
192,21,2021-07-20 14:53,주인공 김독자 너무 멋있습니다  이 또한 작가님의 능력이겠죠  이 웹툰을 보면서 작가님의 능력에 대한 존경심까지 생길 것 같습니다  너무 재밌습니다  항상 응원하겠습니다 
193,21,2021-07-20 09:10,아니 우리엘 협박해도 되는거야   
194,21,2021-07-18 03:05,독자에겐 독자의 방식이 있다는 표현은 원작읽을때 정말정말정말 마음을 울리는 말이였는데 저런식으로 표현했다는게 정말 제대로 읽은건지 의문이 들정도의 연출인데 아무도 지적을 안하네 분명히 원작읽은사람 많을템데
195,21,2021-07-14 21:48,오    오랜만에 다시 정주행 들어왔는데 한명호 입에 촉수들어가는거 모자이크 없앴네
196,21,2021-07-12 03:15,책이 아니라 라노벨같은걸 읽었겠지      으 시바
197,21,2021-07-11 10:53,공부 안하는 친구에게 마지막컷을 보여주도록 하자
198,21,2021-07-10 22:53,이정도면 멸살법은 진짜 살아남는 방법 서술한 책 아닐까 도축방법 악마종 공격 방식 어룡의 위산 분비   
199,21,2021-07-08 01:31,으엑      촉수 아저씨라니
200,21,2021-07-07 11:02,이 장면 잘 기억하셔야 합니다   한명오    
201,21,2021-07-05 20:47,야 그래도 스토리 설정 완전 탄탄해서 오히려 좋다 난      
202,21,2021-07-05 20:47,이래서 엄마가 어렸을때 책 많이 읽으라고 했던 거구나  
203,21,2021-07-05 19:46,줜나  멋져  
204,21,2021-07-05 08:47,정확히는 책이 아니라 웹소설   
205,21,2021-07-01 10:38,햐 연출 진짜 좋다 
206,21,2021-07-01 04:15, 부러진건 다시 붙이면돼 
207,21,2021-06-30 12:59,아놔 촉수물은 지금부터가 시작인데
208,21,2021-06-29 23:11,책 안읽었잖 
209,21,2021-06-27 16:28,저거 입에 보라색 넣는거 수학도둑만화책 아니냐 학교 갔는데 쌤이 괴물인거  
210,21,2021-06-27 11:09,독자야  너는 책 말고 소설 읽었잖아   
211,21,2021-06-27 08:31,언데드나 소환할줄알았는데 강제임신이라니 너무 기괴하다
212,21,2021-06-26 05:39,책갈피 촤라라라라랄 등장            
213,21,2021-06-25 08:56,마지막에 뼈때리는데 
214,21,2021-06-24 14:17,그러니까    어둠 파수꾼은 남자든 여자든 가리지 않고 임신시켜버리는 히익   
215,21,2021-06-24 10:41,오늘부터 책 읽는다
216,21,2021-06-23 22:31,책 많이 읽어야지
217,21,2021-06-23 15:27,애들에게 웹툰을 읽혀도 되는 이유  마지막 장면을 보여주기 위해서
218,21,2021-06-17 17:11,책을 읽으라는 이유가 있었구낰      
219,21,2021-06-17 11:40,아이들에게 책을 읽으면 개쎄질 수 있다는 걸 알려주는 웹툰   
220,21,2021-06-16 02:09,2세 계획을 묻고 있네                              
221,21,2021-06-09 12:48,작화 미쳤넹 
222,21,2021-06-08 17:55,아니 부러진 신념      칼까지 부러져있을줄은 몰랐지
223,21,2021-06-05 09:35,왜 악마종이 내 이름을 부르지 
224,21,2021-06-02 10:36,아   김독자 개간지나   날 가져 
225,21,2021-06-02 10:35,      존나 섹시하자나   최고다
226,21,2021-06-02 09:39,막컷독자 진짜 멋있어  
227,21,2021-05-30 17:02,촤라라라라라라라 널 좋아  한다고 
228,21,2021-05-30 13:33,독서하세요 독 서김독자   강해지려면 책을 읽어라 
229,21,2021-05-29 13:27,인터넷 소설이자낭   
230,21,2021-05-28 21:34,그아아아아    이투스     
231,21,2021-05-28 12:41,멸살법 온간 잡글들을 넣으니까 보는 사람 별로 없었고 회차수가 많았나  
232,21,2021-05-28 01:36,유상아는  인물 이라고뜨는데 이현성이나 김남운은  등장인물 이라고 뜸 
233,21,2021-05-27 22:58,넹 옵방
234,21,2021-05-27 00:43,이땐 몰랐지 한명오가 진짜 엄마가될거란것을    
235,21,2021-05-26 18:47,독자야 니 얼굴이 나라다 복지다
236,21,2021-05-24 01:17,4400
237,21,2021-05-23 20:45,엄마     안돼     책은    소설만 읽을거야 인문학 저리가    
238,21,2021-05-21 21:05,저러니까 독자가 없짘    보통 저런거 소설 분량 늘릴 때 사용하는거잖아  야구팀이 도착했다     야구란 기다란 베트를 이용하여 공을 치는 경기이다  이때 베트란 어쩌구 저쩌구   이런식으로 늘리는거       
239,21,2021-05-21 19:41,하진짜 레전드 가슴이 웅장하다  
240,21,2021-05-21 03:02,오    오    존잼
241,21,2021-05-20 23:34,아 막컷 너무 예쁜데 
242,21,2021-05-19 07:14,독자오빠의 말을 듣고 앞으로 좀더 열심히 소설을 읽어야겠군  근데 진짜 소설책 하나 덕분에 이런 세계에서부터 살아갈수있다니 신기햌       
243,21,2021-05-18 23:10,그랬다 사실 독서장려웹툰이었던것임
244,21,2021-05-18 00:21,분량 엄청난데   
245,21,2021-05-16 06:43,책 아니잖아          
246,21,2021-05-12 14:19,책  을 읽어야   하는   이유준내게 쎄질수 있다
247,21,2021-05-11 19:44,소설 많이 봐야지 
248,21,2021-05-10 13:27,   폰으로
249,21,2021-05-09 02:04,책을 읽어야 하는 이유   
250,21,2021-05-08 17:33,독자 이뿌다
251,21,2021-05-08 03:04,성좌들 볼때마다 귀여움
252,21,2021-05-06 21:01,앞으로 책을 읽겠습니다
253,21,2021-05-06 18:32,뭐지 리븐인가
254,21,2021-05-06 01:52,상아가 촉수 박혔음 페미버 감열 드갔다
255,21,2021-05-05 23:00,졸라 멋져
256,21,2021-05-05 20:49,나 책 읽는거 싫은데    
257,21,2021-05-05 15:53,성좌들 진짜      
258,21,2021-05-04 22:25,악마종 비웃은거 개웃기네 진짜      
259,21,2021-05-03 10:15,웹소설도 책이긴 하짘   
260,21,2021-05-03 00:12,빛이여      
261,21,2021-05-02 16:13,연출 너무멋잇다 미쳣다
262,21,2021-05-02 13:38,성좌 1987님이 몇개월더 못참고 존버한만큼 정주행을하고있습니다  
263,21,2021-05-02 00:20,울 비형이 보고싶다
264,21,2021-05-01 20:27,길영이 반한 것봨   귀여웤 
265,21,2021-05-01 20:27,개멋있어
266,21,2021-05-01 17:00,네 형 읽을게요
267,21,2021-05-01 15:48,맙소사
268,21,2021-04-30 06:24,개섹시하다      
269,21,2021-04-29 17:29,그래 책 많이 읽어 야돼  
270,21,2021-04-29 16:38,김  독  자  존  잘 
271,21,2021-04-29 14:37,10년간 저거 어떻게 읽었냐고     나같으면 몇 화 보다가 때려쳤을듯
272,21,2021-04-29 13:21,촉수            
273,21,2021-04-29 12:43,본격 독서권장웹툰 
274,21,2021-04-29 12:12,악마종 공격패턴 이딴걸 서술하니까 조회수 1에 3000편이 넘는 거였네       
275,21,2021-04-29 07:38,    야 너도할수있어
276,21,2021-04-29 00:08,엌   마지막에 뼈때리네     소설두 책 아닌감   투덜투덜 
277,21,2021-04-28 22:44,유상아씨 그럼 내 아를 놔도
278,21,2021-04-28 22:20,개쓰잘데기 없는거 자세하게 서술하니까 3000화까지 연재하지         
279,21,2021-04-28 20:57,독서의 중요성이다 이 그지 깽깽이들아  
280,21,2021-04-28 18:35,꺅       
281,21,2021-04-27 14:29,그치만 멸살법은 무리야  
282,21,2021-04-26 19:27,명색이 대천사인데 협박을 왜해 
283,21,2021-04-26 16:23,아  
284,21,2021-04-26 12:03,뜻밖의 교훈
285,21,2021-04-23 14:47,나랑 사궈자     브발
286,21,2021-04-21 21:51,슬랜더맨 생각났어
287,21,2021-04-21 17:27,막컷 허세 귀엽네    
288,21,2021-04-19 15:48,남자가 아기를 
289,21,2021-04-17 12:52,인소가 책이냠
290,21,2021-04-15 13:59,저렇게 잡다한 스킬까지 구구절절 다 쓰니 어지간한 독자들 다 탈주하는 3000회짜리 10년 연재작이 나오는거지
291,21,2021-04-15 12:48,촉수    왜 하필 남자한테  
292,21,2021-04-12 19:01,그림 작가님     대단하신 듯
293,21,2021-04-12 16:33,     부러진건 다시 붙이면 되 
294,21,2021-04-10 10:37,그와중에 독서 장려    마음에 양식이 아닌 스킬에 양식인가    
295,21,2021-04-08 16:51,원래 악마종이 한부장 입에 넣을때 블러처리 됐었는데 며칠 사이에 블러처리가 사라졌네요  신기 
296,21,2021-04-07 17:30,이렇게 해서 나는 웹툰을 봐야한다는  핑계 를 얻었다
297,21,2021-04-07 17:12,로판 많이 읽어도 소용없던데  그래서 언제 빙의된다고 
298,21,2021-04-07 12:54,이건 작가님이 우리보고 책읽으라는 명령이다     난 속아넘어가지 않을테다          책이 어디있더라     
299,21,2021-04-07 12:06,오늘부터 책읽어야겠다
300,21,2021-04-07 11:31,멸살법 왜 독자빼고 아무도 안봤는지 알겠다   저게 무슨 소설이야 백과사전이지  
301,21,2021-04-07 11:01,책을 10년간 3000편을 혼자 보면 저렇게돼지   
302,21,2021-04-06 18:21,네 책을 많이 읽을게요    
303,21,2021-04-05 19:03,틀린말은 아니더라고
304,21,2021-04-04 22:27,오늘부로 나는 책을 보면서 강해졌다고 당당하게 말하자       라는 교훈    
305,21,2021-04-02 23:49,와 전률 장난아니다 웹툰보면서 이런 전률을 느끼다니   
306,21,2021-04-02 19:52,진짜 멸살법     천국이었네      저러니까 5천화까지 가지  
307,21,2021-04-01 22:52,비형 비류 비듬 비변 비비빅 비치오브 비나이다
308,21,2021-04-01 13:52,독서의 중요함을 알려주는 위대한 웹툰
309,21,2021-04-01 05:11,독자가 도깨비 협박할때마다 왜케 좋지       
310,21,2021-04-01 03:43,그장면이 뭐고 블러처리는 또 뭐임    없는데   
311,21,2021-04-01 03:35,책갈피스킬이 대체뭐임
312,21,2021-04-01 01:08,후욱
313,21,2021-04-01 01:08,스사노오와 요루가 함깨 보이다니  
314,21,2021-03-30 21:41,솔직히 책을 훨씬 재밌게 읽는 편이라 기대 안하고 킬링타임용으로 왔는데 대박 무슨 작화랑 연출이  
315,21,2021-03-29 23:55,이게 왜 설명충인거지  이정도면 괜찮은 수준아닌가 이정도 설명도 없으면 개연성 없다고 뭐라할 사람 많을거같은데
316,21,2021-03-29 11:26,당장 독서 한다
317,21,2021-03-28 10:44,작가님 혼을 갈아 넣으셨다  
318,21,2021-03-27 22:38,앞으로 자기계발서보단 판타지소설 읽기   메모  
319,21,2021-03-27 18:53,    촉수
320,21,2021-03-27 13:10,본격 독서 장려 만화
321,21,2021-03-27 13:00,책이 아니라 소설 아니냐
322,21,2021-03-26 20:25,오늘의 명장면  한명오 촉수씬
323,21,2021-03-25 21:44,그건 책이 아니고 웹소설이잖아
324,21,2021-03-25 17:00,알겠어요    책많이 읽을게요   
325,21,2021-03-25 15:42,진짜 존나멋있다
326,21,2021-03-24 23:41,전독시 읽으라고 홍보하네  
327,21,2021-03-24 22:47,생각해보니 저 말대로면 지금 악마  추 잘린거 아니냐
328,21,2021-03-24 22:22,부러진검에 기를 붙힌다   평 평 평   
329,21,2021-03-24 22:08,채  책  현실은   
330,21,2021-03-24 21:04,아니이건 웹툰이아니라 영화아니야   대박  작가님  대박
331,21,2021-03-24 08:43,내가 촉수를 물고있는 한명오랑 독자랑 바뀌었으면 좋겠다는 생각을 한 사실은 아무도 모를거야
332,21,2021-03-24 01:57,앞으로 멸살법처럼 세계가 망하는 것을 대비해 전독시를 읽겠습니다   
333,21,2021-03-23 04:11,김독자 미모 머선일이야
334,21,2021-03-21 20:59,   악당들 퇴장 대사까지 번역해주냐고             
335,21,2021-03-21 20:06,         한명오 결국 블러도 잘렸네
336,21,2021-03-20 21:42,아나 블러 어디갔  요                        
337,21,2021-03-19 22:53,      한명오 졸지에 엄마 될뻔함     
338,21,2021-03-19 21:53,진짜  연출 역대급이다  오졌다 진짜  구도부터 색감 그림체 연출 다 너무 오져서 할 말을 잃음   그냥 소설 상상했던 것 그대로인데          
339,21,2021-03-18 01:08,마지막 개멋있어요    작가님 천잰가  어떻게 이런 스토리를 생각하시져  
340,21,2021-03-17 21:32,호오   책 많이 읽기  오케이 책상에 썼다아
341,21,2021-03-17 10:47,그러면 책많이 읽으면 세계정복 쌉가능인가요
342,21,2021-03-16 23:25,씹 그러면 연애를 책 으로 배우면 가능하겠네    
343,21,2021-03-12 10:36,멸살법이 괜히 망한게 아니야   
344,21,2021-03-10 21:56,독서의 중요성을 일깨워주는 화였습니다
345,21,2021-03-10 17:44,와 미친 독자 개섹시해
346,21,2021-03-10 13:09,그러니깐 10년 3000화나 연재하지      
347,21,2021-03-10 12:29,한명오 보면 볼수록 비호감 되네
348,21,2021-03-07 10:11,그래서 아무도 아니  독자만 봤던 멸살법        
349,21,2021-03-06 20:13,책읽으로 간다
350,21,2021-03-06 12:26,근데 멸살법 잡설정 엄청 넣은게 이해됌 그르니깐 10년동안 연재했지
351,21,2021-03-04 12:16,책이 아니라 웹소설아니었음    
352,21,2021-03-04 03:13,엄마가 책 읽으라던 이유가 있었네   
353,21,2021-03-03 17:05,조금   힘드네요 책을 읽으라니
354,21,2021-03-03 10:09,크으   이 맛이징  
355,21,2021-03-03 02:53,오빠 멋져
356,21,2021-03-02 21:08,아 실수로 한명오가 엄마라는걸 아빠라는걸로 이해했다
357,21,2021-02-27 11:29,아 키리오스 스승님     
358,21,2021-02-26 14:24,책을 많이 읽으면 된다니      알았어요 오빠   저 열심히 웹소설 읽을 게요     
359,21,2021-02-25 17:16,촉수물    
360,21,2021-02-25 05:40,나 지금 진지한디    나도 이름 김독자로 개명할까 
361,21,2021-02-25 02:23,이래서 책을 많이 읽으란 거구나
362,21,2021-02-25 00:57,아칼리에    마이에    트린다미어에    뭐냐 저 사기캐는
363,21,2021-02-24 15:36,아스모데우스 
364,21,2021-02-24 14:45,책을 많이 읽자  
365,21,2021-02-23 11:06,그니까 촉수가 파수꾼의  그거 인거죠 그리고  그게  다 잘린거고   차라리 죽여라 잔악무도한 놈
