productNo,Date,Review
3400123,1일 전,아니그럼 1863회차는 누가 결말지음?.. 결국 독자도 돌아가고 한수영도 돌아갈거고 유중혁도 없으니 나머지 인원들끼리 마지막 시나리오 깨야하네??
3400123,1일 전,"📍한수영 “언젠가 이 모든 시나리오가 끝나면, 다시 소설을 쓰고 싶어질지도 몰라. 그때, 내 소설을 읽어줘.”"
3400123,1일 전,📍“녀석의 50년을 1분이라도 더 늘리고 싶지 않았어.”
3400123,1일 전,"📍숨겨진 장르, 김독자 컴퍼니가 발동합니다!📍용케도 알아냈네, 김독자."
3400123,1일 전,"결국 김독자도 내로남불하는거였네자기가 이끌고 갔던 3회차에선 죽은사람이 없었나? 억울하게 간사람들은? 3회차외에 다른 회차들은? 결국 김독자가 하고자 하는건
자기와 친한거나 자기가 살리고자 하는 존재들이 존재하는 결말일뿐 선하거나 이런게 아니네 그저 자기가 주인공이 되고싶어할뿐임 한수영과 다를바없음 결국 김독자조차 새러울거 없는 회차의 주인공임 여기서 한수영보고 뭐가 새롭냐고 결국 표절이라고 하는데 왜 원작만 중요한건가 그렇게따지면 자기가 만들어낸 3회차는? 원작대로라면 회차해야할 세계인데 자신이 들어가서 바꿔놓은 회차는 원작이란건가? 그것역시 그저 표절작일뿐인데.. 대부분 소설들이 왜 꼭 잘가다가 내로남불로 빠지는지 모르겠네.."
3400123,1일 전,"📍좋아합니다, 희원씨📍50년 존버한 수영이ㅠㅠㅠㅠㅠㅠ"
3400123,1일 전,아니 유중혁이 맥 짚고 있는 게 끔찍한 일이냐고ㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3400123,1일 전,📍수영이가 50년을 견디며 쓴 글📍자아 찾은 이현성
3400123,1일 전,📍폭망한 시나리오에서 살아남는 세가지 방법 - 한수영
3400123,1일 전,📍내가 너무 늦어서 미안하다 수영아
3400123,1일 전,계속 업고다닌거였어?ㅜㅜ
3400123,1일 전,와 이거 설마 그건가? 사실 모든게 김독자의 꿈이였고 아침에 일어나서 학교 가니까 등장인물 전부 같은반였고 ? 유중혁이 수학선생님이고 ? 와씨 소름돋네
3400123,1일 전,"📍리카르도에 빙의한 김독자📍내가 알던 이현성은, 이미 이 세계에 먹혀 사라진 뒤였다"
3400123,1일 전,"💡만다라의 수호자💡하지만 그때의 김독자는 알지 못했다.
김독자가 그녀를 다시 만났을 때는. . . . . . .
이미 50년이라는 세월이 지난 후라는 사실을.

???????? "
3400123,1일 전,"📍오늘은, 나의 생일이였다.📍유중혁 “은밀한 모략가. 너는 미래에서 온 김독자인가?”"
3400123,1일 전,근데그럼 결국 지금까지 김독자가 한 모든게 자유의지가 아니라 운명이었다는 거네 결국... 원작과 다르게 흘러갔다한들 그것도차 운명대로 흘러가고 있는거지 김독자가 바꾼게 아니네
3400123,1일 전,"💡내게 흙을 먹인 죄다💡유상아 환생 [(우리, 다음생에 또 만나요)]
상아야ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ"
3400123,1일 전,빨리 김컴 모두 함께 큰집에 사는 상상해~
3400123,1일 전,"💡유중혁, 너는 누구지?나는 유중혁. 회귀자였던 유중혁이다."
3400123,1일 전,"📌 김컴과 계약하려는 양산형 제작자 / 유상아, 이수경 둘 중 한 명만 살릴 수 있다."
3400123,1일 전,"💡한수영 진짜 죽어..? 죽지마 ㅠㅠㅠㅠㅠ💡너를 죽이겠다, 유중혁"
3400123,1일 전,"📌 테세우스 희생 / 제우스에게 돌 던진 김독자 / 두번째 거대 설화, 신화를 삼킨 성화 (승)
하지만 그때. 나는, 이미 그곳에 없을 것이다."
3400123,1일 전,"📌📌 성화 봉송 / 비형 ""쟤들! 내가 키운 애들이야! 다들 알지?"" / 영원불멸의 지옥도 362회차"
3400123,1일 전,📌 안나 크로프트 놀려 먹기 / 김독자 컴퍼니와 수르야 '성화' 켜기 / 레몬 사탕
3400123,1일 전,"📌 뱀의 머리 베어오는 과업 = 명계 후계자 과업 / 하데스 vs 포세이돈 / 성좌, '구원의 마왕'이 <명계>의 후계가 되었습니다!"
3400123,1일 전,너무 질질끌어요 전 에피소드..
3400123,1일 전,아스모데우스 뭔가 무섭다
3400123,1일 전,와... 작가(한수영)가 창조해낸 인물(손오공인 척 하는 김독자)이 살아서 지멋대로 행동한다는 걸 이렇게 표현하시네 와 진짜 개쩐다 와 몸에 전율이 안 멈춰요 니쳣네
